Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01000136,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,636,393,33.17,1343,17,105,2151,15,60,2235,1.39,341,1.12,686,23.65,1724,0.57,6398,1121,355
S01000137,100,Aberdeen City,Aberdeen City - Ashgrove,Aberdeen,816,626,14.23,3791,10,85,3571,8,50,4103,0.2,2665,-0.14,3555,27.86,1280,1.68,6134,670,1130
S01000138,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,1151,1033,10.77,4547,5,55,5313,6,65,4947,0.21,2637,-0.51,4547,41.49,562,4,5593,825,743
S01000139,100,Aberdeen City,Aberdeen City - Sheddocksley,Aberdeen,776,422,20.71,2645,14,105,2789,14,60,2469,0.51,1861,0.2,2699,28.03,1265,9.68,4386,363,2636
S01000140,100,Aberdeen City,Aberdeen City - Sheddocksley,Aberdeen,808,465,21.34,2546,11,85,3476,10,50,3430,0.74,1299,0.55,1883,20.04,2283,30.26,1587,390,2451
S01000141,100,Aberdeen City,Aberdeen City - Midstocket,Aberdeen,796,449,6.42,5576,3,25,5819,3,15,6054,-0.37,4234,-1.26,5996,12.85,4106,11.28,4071,857,685
S01000142,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,705,437,40.72,883,25,175,1008,23,100,1044,1.29,449,1.14,655,33.68,870,4.4,5494,489,1865
S01000143,100,Aberdeen City,Aberdeen City - Kingswells,Kingswells,728,411,2.58,6422,2,15,6307,1,5,6459,-1.37,6188,-1.61,6307,1.58,6433,20.67,2594,102,5407
S01000144,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,686,635,9.27,4900,4,30,5455,6,35,5118,-0.47,4519,-0.14,3548,60.35,176,3.79,5640,615,1320
S01000145,100,Aberdeen City,Aberdeen City - Sheddocksley,Aberdeen,742,460,36.37,1146,21,155,1446,20,90,1411,1.32,412,0.77,1362,15.69,3301,22.79,2330,627,1276
S01000146,100,Aberdeen City,Aberdeen City - George Street,Aberdeen,1383,1200,27.34,1838,12,165,3100,15,185,2206,1.38,348,0.52,1948,55.31,240,0.95,6302,635,1243
S01000147,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,1097,950,17.26,3187,8,85,4300,10,95,3545,0.5,1878,0.44,2132,49.63,347,2.11,6051,681,1096
S01000148,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,590,367,40.67,888,20,115,1582,28,100,514,1.39,338,0.5,2000,32.56,931,2.37,5979,969,507
S01000149,100,Aberdeen City,Aberdeen City - George Street,Aberdeen,1101,893,16.37,3335,10,110,3663,8,70,4163,0.4,2130,0.37,2287,45.1,453,1.13,6257,647,1217
S01000150,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,638,376,20.23,2710,14,85,2756,13,50,2745,0.42,2087,0.5,1991,22.64,1839,0.9,6317,507,1790
S01000151,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,860,392,29.65,1633,19,165,1685,17,65,1979,1.07,701,0.54,1906,21.83,1970,13.92,3607,443,2117
S01000152,100,Aberdeen City,Aberdeen City - Ashgrove,Aberdeen,1093,831,12.23,4195,7,75,4585,11,90,3314,-0.01,3258,-0.64,4933,14.49,3609,6.42,5095,663,1158
S01000153,100,Aberdeen City,Aberdeen City - Hanover,Aberdeen,793,657,19.02,2913,9,70,3979,11,75,3288,0.6,1642,0.68,1548,37.37,694,9.78,4365,353,2718
S01000154,100,Aberdeen City,Aberdeen City - Sheddocksley,Aberdeen,508,302,20.22,2711,12,60,3150,15,45,2382,-0.16,3648,0.74,1435,25.31,1551,11.2,4087,411,2310
S01000155,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,730,427,26.79,1897,15,105,2567,17,75,1897,0.62,1590,1.02,862,26.28,1444,1.15,6251,613,1330
S01000156,100,Aberdeen City,"Aberdeen City - Froghall, Powis and Sunnybank",Aberdeen,1133,867,23.71,2240,15,175,2388,11,95,3309,0.61,1627,0.84,1222,45.92,439,4.28,5522,705,1012
S01000157,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,630,382,43.21,762,24,150,1086,23,85,1001,1.81,104,0.66,1589,17.68,2788,14.13,3576,1066,402
S01000158,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,863,520,23.98,2209,14,120,2746,13,70,2689,1.22,512,0.16,2793,19.08,2480,12.35,3879,380,2514
S01000159,100,Aberdeen City,Aberdeen City - Kingswells,Kingswells,1114,690,3.91,6193,3,30,6135,3,20,6099,-0.71,5110,-1.18,5914,2.93,6274,18.12,2927,171,4506
S01000160,100,Aberdeen City,Aberdeen City - Mastrick,Aberdeen,738,439,17.99,3077,10,75,3607,12,50,2954,0.48,1920,0.43,2143,25.34,1548,5.73,5218,311,3061
S01000161,100,Aberdeen City,"Aberdeen City - Froghall, Powis and Sunnybank",Aberdeen,992,821,2.81,6388,3,30,5975,2,15,6362,-1.55,6327,-0.7,5055,22.03,1942,1.28,6230,230,3820
S01000162,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,875,549,18.09,3061,11,95,3351,13,75,2773,0.18,2724,0.31,2430,17.16,2918,14.41,3519,375,2554
S01000163,100,Aberdeen City,Aberdeen City - Sheddocksley,Aberdeen,973,623,30.52,1560,16,155,2276,17,105,1931,1.07,700,1.04,820,31.51,1009,7.03,4950,577,1501
S01000164,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,810,663,14.88,3645,10,75,3734,7,45,4610,0.29,2425,0.23,2628,31.74,992,15.29,3364,370,2592
S01000165,100,Aberdeen City,Aberdeen City - Ashgrove,Aberdeen,823,550,36.86,1114,20,160,1605,23,130,967,1.11,657,0.86,1177,26.36,1436,14.64,3468,673,1118
S01000166,100,Aberdeen City,"Aberdeen City - Froghall, Powis and Sunnybank",Aberdeen,1457,1189,5.85,5709,3,45,5950,3,35,6174,-0.74,5164,-0.11,3480,38.4,660,3.21,5774,355,2700
S01000167,100,Aberdeen City,Aberdeen City - Cummings Park,Aberdeen,658,398,20.75,2642,16,100,2359,12,45,3086,0.47,1962,0.56,1859,16.99,2962,9.22,4489,305,3106
S01000168,100,Aberdeen City,Aberdeen City - Cummings Park,Aberdeen,935,564,32.36,1403,17,160,2024,14,80,2423,1.21,517,1.31,443,29.25,1175,7.18,4913,570,1531
S01000169,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,747,421,16.18,3374,8,60,4229,13,55,2739,0.16,2768,0.14,2863,10.27,4812,15.7,3298,416,2275
S01000170,100,Aberdeen City,"Aberdeen City - Froghall, Powis and Sunnybank",Aberdeen,1228,989,5.45,5820,3,40,5812,3,35,6020,-0.4,4311,-0.63,4876,31.91,981,4.74,5429,298,3167
S01000171,100,Aberdeen City,Aberdeen City - Kingswells,Kingswells,1030,664,5.93,5684,2,20,6343,3,20,6200,-1.35,6173,-0.67,4982,2.24,6366,42.49,890,192,4245
S01000172,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,492,310,8.83,4990,4,20,5612,5,20,5264,-0.2,3731,0,3168,20.36,2229,17.95,2952,175,4446
S01000173,100,Aberdeen City,Aberdeen City - Stockethill,Aberdeen,766,439,25.07,2090,14,110,2577,14,65,2431,0.78,1242,0.78,1332,19.98,2299,13.65,3655,446,2089
S01000174,100,Aberdeen City,Aberdeen City - Kingswells,Kingswells,979,622,3.29,6309,0,5,6497,1,5,6487,-1.33,6147,-1.59,6290,1.6,6427,30.76,1558,58,6009
S01000175,100,Aberdeen City,Aberdeen City - Ashgrove,Aberdeen,565,441,18.35,3012,9,50,3826,12,50,3024,0.01,3195,0.53,1942,31.82,990,1.47,6184,1151,335
S01000176,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,760,655,5.31,5862,4,30,5505,3,20,6091,-0.35,4192,-0.91,5521,37.11,708,9.27,4477,92,5551
S01000177,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,533,372,4.92,5958,4,20,5741,3,10,6168,-0.49,4558,-0.59,4775,10.47,4758,7.14,4922,348,2757
S01000178,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,798,483,22.28,2399,14,115,2594,14,65,2505,0.4,2141,0.74,1438,23.68,1721,3.24,5767,494,1845
S01000179,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,795,490,55.05,351,29,230,579,27,130,621,1.97,71,1.44,306,28.14,1252,14.79,3446,930,560
S01000180,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,635,424,25.31,2053,17,110,2001,16,70,2078,0.68,1451,0.63,1663,28.85,1207,1.26,6237,333,2884
S01000181,100,Aberdeen City,Aberdeen City - Cummings Park,Aberdeen,534,334,38.36,1002,21,115,1416,21,70,1245,0.82,1135,1.41,334,33.94,856,9.8,4361,865,668
S01000182,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,845,539,26.59,1921,14,120,2657,16,85,2172,0.88,1021,1.01,877,24.4,1653,7.94,4743,304,3118
S01000183,100,Aberdeen City,"Aberdeen City - Froghall, Powis and Sunnybank",Aberdeen,1179,929,24.9,2106,15,180,2445,12,110,2980,0.64,1556,0.74,1431,35.75,756,8.57,4606,1038,429
S01000184,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,724,492,7.74,5240,5,35,5234,5,25,5200,-0.32,4114,-0.13,3513,10.09,4851,6.05,5162,338,2845
S01000185,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,881,628,39.24,959,20,180,1531,21,135,1211,1.47,287,1.01,882,25.7,1510,9.17,4498,1006,465
S01000186,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,831,440,14.4,3755,10,85,3485,9,40,3860,0.52,1829,-0.62,4846,13.48,3927,11.62,4010,360,2653
S01000187,100,Aberdeen City,Aberdeen City - Cummings Park,Aberdeen,609,397,26.09,1972,12,70,3148,16,65,2166,0.7,1413,1.15,650,22.44,1873,8.3,4667,530,1686
S01000188,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,1088,883,20.26,2706,11,115,3435,10,95,3400,1.11,662,0.04,3092,32.63,927,5.08,5350,520,1725
S01000189,100,Aberdeen City,Aberdeen City - Cummings Park,Aberdeen,607,361,41.51,828,28,170,637,17,65,1836,0.79,1201,1.55,228,32.37,948,14.31,3537,733,935
S01000190,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,825,516,29.69,1630,16,130,2336,18,90,1716,0.76,1278,0.99,905,21.2,2076,1.41,6193,1108,367
S01000191,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,1029,726,8.58,5052,5,55,5130,5,35,5365,-0.01,3247,-0.14,3563,15.35,3389,5.4,5290,366,2614
S01000192,100,Aberdeen City,Aberdeen City - Old Aberdeen,Aberdeen,748,532,32.14,1424,20,145,1636,15,75,2318,1.14,622,1.01,871,35.07,788,2.99,5828,844,715
S01000193,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,704,448,33.9,1295,19,135,1709,21,90,1330,1.06,718,1.07,756,29.51,1159,1.47,6185,463,1997
S01000194,100,Aberdeen City,Aberdeen City - Woodside,Aberdeen,820,587,40.92,872,25,200,1013,20,115,1427,1.29,446,1.21,557,26.98,1367,3.56,5693,1222,287
S01000195,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,737,510,41.02,863,21,160,1375,26,135,625,1.07,713,0.98,919,24.39,1654,11.37,4056,871,656
S01000196,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,878,536,57.54,284,31,270,430,25,135,722,1.57,221,1.99,38,22.19,1917,3.07,5811,1760,107
S01000197,100,Aberdeen City,Aberdeen City - Northfield,Aberdeen,536,348,27,1873,15,80,2484,14,50,2422,0.55,1742,1.29,469,30.16,1108,6.82,4998,444,2105
S01000198,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,745,441,53.92,387,32,240,342,24,105,903,1.54,242,1.59,201,24.93,1594,13,3762,876,648
S01000199,100,Aberdeen City,Aberdeen City - Woodside,Aberdeen,796,536,44.74,689,26,205,869,21,110,1276,1.7,152,1.21,562,25.7,1511,1.13,6261,1166,323
S01000200,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,798,501,25.54,2026,14,115,2645,15,70,2381,0.73,1341,0.99,906,25.3,1553,3.87,5620,547,1614
S01000201,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,604,397,24.42,2151,15,90,2559,16,60,2121,0.94,929,0.25,2591,23.24,1768,7.88,4762,466,1979
S01000202,100,Aberdeen City,Aberdeen City - Hilton,Aberdeen,874,586,15.79,3452,10,85,3629,9,50,3974,0.55,1745,0.1,2967,21.6,2003,0.46,6421,627,1278
S01000203,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,665,451,49.99,496,27,180,766,24,110,916,1.49,275,1.65,166,25.39,1545,7.18,4912,1360,219
S01000204,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,552,349,32.35,1404,19,105,1731,22,75,1129,0.65,1516,0.72,1470,22.35,1890,18.12,2926,612,1335
S01000205,100,Aberdeen City,Aberdeen City - Old Aberdeen,Aberdeen,1144,906,17.33,3178,8,95,4098,8,70,4243,0.62,1580,0.59,1771,35.67,762,8.63,4593,534,1672
S01000206,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,637,406,18.67,2959,9,60,3758,9,40,3704,0.67,1485,0.58,1819,14.43,3628,19.25,2773,364,2630
S01000207,100,Aberdeen City,Aberdeen City - Seaton,Aberdeen,902,535,41.26,847,25,230,905,24,125,914,1.38,350,0.75,1415,22.99,1804,11.18,4088,637,1241
S01000208,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,916,515,53.56,396,27,245,798,29,150,446,1.34,391,1.67,145,24.75,1609,9.6,4400,1440,184
S01000209,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,1162,708,58.07,275,34,390,283,23,165,983,2,61,1.67,144,25.03,1584,6.66,5045,1329,234
S01000210,100,Aberdeen City,Aberdeen City - Woodside,Aberdeen,648,497,51.95,430,25,160,986,30,150,373,1.64,176,1.34,404,37.02,712,0.1,6496,1215,291
S01000211,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,801,493,38.78,986,23,185,1191,20,100,1364,1.42,315,0.71,1483,31.71,994,5.92,5183,1334,230
S01000212,100,Aberdeen City,Aberdeen City - Heathryfold and Middlefield,Aberdeen,719,419,25.69,2012,15,110,2464,12,50,3051,0.66,1496,0.95,992,21.95,1951,24.1,2178,565,1561
S01000213,100,Aberdeen City,Aberdeen City - Woodside,Aberdeen,826,543,30.22,1583,16,130,2268,21,110,1350,0.4,2154,0.87,1149,29.17,1179,2.75,5880,1628,133
S01000214,100,Aberdeen City,Aberdeen City - Bucksburn South,Aberdeen,466,228,15.18,3576,9,40,3951,11,25,3236,-0.06,3396,0.39,2232,11.64,4439,15.92,3267,233,3783
S01000215,100,Aberdeen City,Aberdeen City - Kingswells,Aberdeen,993,638,11.01,4493,5,55,5061,4,25,5634,-0.1,3498,-0.86,5415,7.1,5507,50.62,625,445,2100
S01000216,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,609,405,8.14,5147,4,25,5433,6,25,5035,-0.29,4009,0.12,2911,15.83,3252,2.83,5864,286,3279
S01000217,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,693,453,45.13,674,21,145,1481,26,115,689,1.4,331,1.41,333,29.23,1176,5.45,5277,1117,360
S01000218,100,Aberdeen City,Aberdeen City - Bucksburn South,Aberdeen,608,312,19.67,2802,11,65,3425,16,55,2024,0.1,2926,0.4,2222,12.9,4089,7.7,4797,540,1645
S01000219,100,Aberdeen City,Aberdeen City - Tillydrone,Aberdeen,846,554,41.28,845,22,190,1248,20,110,1491,1.57,222,1.4,346,29.8,1133,7.29,4890,602,1372
S01000220,100,Aberdeen City,Aberdeen City - Old Aberdeen,Aberdeen,2368,2096,6.78,5477,3,75,5954,2,40,6393,-0.35,4190,0.28,2506,16.53,3087,10.85,4159,182,4361
S01000221,100,Aberdeen City,Aberdeen City - Woodside,Aberdeen,816,479,29.11,1671,19,160,1642,16,75,2125,1.1,666,0.5,2002,25.99,1475,4.82,5412,592,1411
S01000222,100,Aberdeen City,Aberdeen City - Bucksburn South,Aberdeen,707,448,15.05,3604,10,75,3487,9,45,3762,-0.01,3243,0.26,2556,24.41,1651,2.69,5900,587,1444
S01000223,100,Aberdeen City,Aberdeen City - Bucksburn South,Aberdeen,533,375,9.41,4871,5,25,5286,7,30,4356,-0.03,3301,-0.42,4341,21.14,2085,7.28,4892,366,2610
S01000224,100,Aberdeen City,Aberdeen City - Bucksburn North,Aberdeen,842,490,16.18,3373,11,95,3312,11,50,3286,0.05,3077,0.35,2349,16.53,3086,6.19,5137,423,2233
S01000225,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,545,345,9.63,4815,7,40,4433,8,30,4015,-0.66,4999,-0.28,3949,14.45,3622,6.98,4960,329,2913
S01000226,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth East,Aberdeen,584,394,4.34,6088,2,10,6317,4,15,5667,-0.6,4840,-0.79,5268,8.41,5260,11.54,4030,228,3827
S01000227,100,Aberdeen City,Aberdeen City - Danestone,Aberdeen,1156,801,4.01,6175,3,35,5972,2,15,6417,-0.87,5453,-0.57,4717,2.17,6373,17.12,3075,122,5144
S01000228,100,Aberdeen City,Aberdeen City - Bucksburn South,Aberdeen,715,537,13.59,3923,7,55,4346,5,25,5161,-0.38,4254,0.65,1603,20,2293,2.06,6063,1170,319
S01000229,100,Aberdeen City,Aberdeen City - Bucksburn North,Aberdeen,748,457,21.28,2558,14,105,2727,13,60,2778,0.42,2097,0.59,1768,15.47,3354,6.94,4976,666,1145
S01000230,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,665,452,13.07,4032,7,45,4561,6,30,4737,-0.13,3579,0.12,2889,23.75,1714,22.89,2321,583,1466
S01000231,100,Aberdeen City,Aberdeen City - Danestone,Aberdeen,661,472,2.78,6392,2,15,6259,4,15,5956,-1.21,5991,-0.69,5038,7.72,5380,5.96,5175,150,4774
S01000232,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,643,391,18.59,2977,13,85,2848,11,40,3225,0.05,3062,0.39,2230,26.91,1373,9.46,4430,594,1405
S01000233,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,515,273,15.99,3405,12,65,3012,8,20,4009,0.37,2211,0.3,2453,21.52,2019,8.72,4580,148,4790
S01000234,100,Aberdeen City,Aberdeen City - Danestone,Aberdeen,707,463,4.18,6133,3,20,6122,4,20,5929,-1.09,5824,-0.47,4462,11.02,4606,7.33,4880,333,2886
S01000235,100,Aberdeen City,Aberdeen City - Danestone,Aberdeen,914,556,3.34,6297,3,25,5996,4,20,5812,-1.12,5876,-0.75,5170,9.06,5116,4.48,5473,225,3854
S01000236,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth East,Aberdeen,663,355,7.5,5306,5,30,5292,8,25,4292,-0.65,4971,-0.34,4114,7.94,5344,7.52,4842,215,3966
S01000237,100,Aberdeen City,Aberdeen City - Bucksburn North,Aberdeen,880,468,5.99,5672,3,20,6139,4,25,5598,-0.42,4361,-0.31,4038,5.57,5788,16.07,3240,172,4485
S01000238,100,Aberdeen City,Aberdeen City - Danestone,Aberdeen,464,339,2.15,6458,2,10,6303,1,5,6456,-1.22,6004,-0.55,4658,11.82,4384,3.63,5674,,5817
S01000239,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth East,Aberdeen,708,431,4.63,6026,2,15,6174,4,15,5816,-0.54,4685,-0.8,5281,7.09,5509,12.08,3930,287,3268
S01000240,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,621,393,6.87,5448,5,30,5296,5,20,5180,-0.49,4563,-0.26,3886,14.29,3670,0.87,6321,372,2570
S01000241,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,714,514,2.1,6462,1,5,6470,2,10,6438,-1.89,6463,-1.04,5736,2.28,6359,15.83,3278,89,5590
S01000242,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth East,Aberdeen,801,521,5.37,5848,3,25,6021,2,10,6441,-0.68,5047,-0.27,3928,30.29,1090,9.95,4329,289,3249
S01000243,100,Aberdeen City,Aberdeen City - Balgownie and Donmouth West,Aberdeen,648,420,2.01,6467,0,0,6502,2,10,6370,-0.65,4977,-1.07,5769,6.09,5689,3.81,5634,130,5040
S01000244,100,Aberdeen City,Aberdeen City - Bucksburn North,Aberdeen,1005,667,14.72,3679,7,75,4365,9,60,3916,-0.03,3318,0.12,2907,18.18,2686,21.28,2521,683,1091
S01000245,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,846,518,8.62,5037,6,50,4865,7,35,4543,-0.46,4483,-0.3,3991,7.45,5437,15.12,3395,155,4705
S01000246,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,671,441,4.68,6007,3,20,5933,4,15,5864,-0.58,4790,-0.65,4947,13.33,3965,14.5,3503,,5903
S01000247,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,659,449,3.22,6321,0,0,6501,4,15,5793,-0.96,5625,-0.6,4801,4.82,5933,11.07,4107,,6115
S01000248,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,731,513,3.77,6230,1,10,6454,3,15,6120,-0.81,5342,-0.52,4605,15.55,3335,12.14,3919,123,5127
S01000249,100,Aberdeen City,Aberdeen City - Denmore,Aberdeen,661,434,6.03,5665,3,25,5781,5,20,5524,-0.36,4212,-0.64,4917,10.7,4692,19.52,2734,,6125
S01000250,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,780,487,5.48,5811,2,15,6242,3,15,6197,-0.72,5131,-0.68,5003,2.73,6308,14.62,3476,696,1039
S01000251,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,436,286,2.99,6365,2,10,6326,2,5,6309,-1.33,6154,-0.77,5228,4.39,6008,18.24,2910,,6097
S01000252,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,785,595,4.38,6079,2,15,6364,3,20,6202,-0.59,4809,-0.57,4691,16.72,3040,14.64,3471,138,4923
S01000253,100,Aberdeen City,Aberdeen City - Oldmachar East,Aberdeen,701,521,3.3,6306,1,5,6490,1,5,6481,-1.8,6436,-0.81,5297,3.22,6225,25.57,2020,94,5526
S01000254,100,Aberdeen City,Aberdeen City - Denmore,Aberdeen,797,539,5.03,5927,3,20,6066,2,15,6395,-0.78,5266,-0.7,5053,7.18,5491,25.36,2042,223,3870
S01000255,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,542,415,5.16,5896,2,10,6325,3,10,6046,-0.53,4666,-0.43,4356,20.25,2251,18.03,2941,,5966
S01000256,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,837,477,9.45,4864,7,55,4580,5,20,5437,0.12,2862,-0.88,5446,10.66,4709,21.2,2531,316,3021
S01000257,100,Aberdeen City,Aberdeen City - Bucksburn North,Aberdeen,843,490,7.44,5321,5,40,5355,5,25,5301,-0.48,4533,-0.47,4455,8.94,5144,16.99,3091,341,2821
S01000258,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,666,492,3.17,6331,2,10,6333,2,10,6349,-1.79,6431,-1,5677,3.45,6184,24.36,2153,69,5860
S01000259,100,Aberdeen City,Aberdeen City - Denmore,Aberdeen,600,412,4.55,6044,2,10,6362,2,10,6364,-1.33,6148,-0.91,5529,2.77,6299,37.92,1112,,6398
S01000260,100,Aberdeen City,Aberdeen City - Oldmachar West,Aberdeen,932,671,4.93,5952,2,15,6351,2,15,6383,-1.03,5727,-0.27,3921,6.97,5529,27.58,1820,,6461
S01000261,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,908,543,4.67,6009,3,30,5900,5,25,5528,-1.1,5839,-0.58,4724,5.91,5731,12.24,3899,215,3963
S01000262,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,909,520,5.64,5768,4,35,5671,4,25,5702,-0.84,5379,-0.38,4233,10.68,4704,6.68,5040,454,2051
S01000263,100,Aberdeen City,Aberdeen City - Denmore,Aberdeen,766,510,15.22,3566,8,65,4095,11,55,3344,0.13,2856,-0.45,4402,7.69,5385,36.54,1190,277,3346
S01000264,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,838,524,14.43,3744,9,70,4009,9,45,3705,0.09,2954,0.5,2012,18.01,2722,5,5370,306,3098
S01000265,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,690,387,14.89,3643,7,50,4356,9,35,3791,0.32,2347,0.39,2227,20.57,2189,8.64,4592,404,2357
S01000266,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,1217,730,13.36,3965,7,85,4490,6,45,4950,0.1,2925,-0.24,3821,11,4615,45.1,787,268,3422
S01000267,100,Aberdeen City,Aberdeen City - Dyce,Aberdeen,686,380,14.27,3782,9,60,3868,10,40,3598,-0.38,4273,0.06,3033,9.57,4996,14.88,3427,705,1013
S01000268,110,Aberdeenshire,Aberdeenshire - Mearns South and Benholm,St Cyrus,730,432,18.18,3046,15,105,2567,10,45,3463,-0.76,5222,0.1,2959,13.35,3961,42.35,899,352,2724
S01000269,110,Aberdeenshire,Aberdeenshire - Mearns South and Benholm,St Cyrus,701,439,8.63,5036,4,25,5616,5,20,5562,-0.95,5608,-1.14,5863,6.63,5602,64.57,317,,6326
S01000270,110,Aberdeenshire,Aberdeenshire - Mearns South and Benholm,Laurencekirk,960,613,11.9,4279,6,55,4916,6,35,4958,-0.45,4454,-0.5,4537,14.11,3722,63.61,339,69,5859
S01000271,110,Aberdeenshire,Aberdeenshire - Mearns South and Benholm,Johnshaven,818,498,17.26,3185,8,65,4109,10,50,3631,0.06,3056,0.02,3131,16.48,3099,59.43,429,148,4796
S01000272,110,Aberdeenshire,Aberdeenshire - Mearns and Laurencekirk,Laurencekirk,999,612,9.4,4879,5,50,5111,4,25,5626,-0.4,4309,-0.67,4988,15.96,3224,41.62,935,232,3788
S01000273,110,Aberdeenshire,Aberdeenshire - Mearns South and Benholm,Edzell,658,432,13.89,3867,9,60,3943,7,30,4452,-1.26,6071,-0.33,4076,6.5,5627,64.7,316,274,3367
S01000274,110,Aberdeenshire,Aberdeenshire - Mearns North and Inverbervie,Gourdon,668,403,13.03,4040,9,60,3984,6,25,4916,-0.72,5125,0.25,2590,14.14,3716,42.15,912,139,4898
S01000275,110,Aberdeenshire,Aberdeenshire - Mearns and Laurencekirk,Laurencekirk,1271,754,6.78,5475,7,90,4405,5,40,5465,-0.74,5171,-0.35,4137,11.61,4452,7.3,4886,128,5063
S01000276,110,Aberdeenshire,Aberdeenshire - Mearns North and Inverbervie,Inverbervie,779,483,5.06,5923,3,20,6043,3,20,6066,-1.62,6363,-1.24,5982,3.67,6156,40.46,983,,6441
S01000277,110,Aberdeenshire,Aberdeenshire - Mearns North and Inverbervie,Inverbervie,695,441,10.25,4681,6,45,4646,5,20,5242,-0.25,3895,-0.66,4968,9.48,5019,28.47,1726,515,1745
